Mã_Tin,Hãng_Xe,Dòng_Xe,Tên_Xe,Giá_Triệu_VNĐ,Giá_Gốc,Năm sản xuất,Tình trạng,Odo_Km,Xuất xứ,Động cơ,Hộp số,Màu ngoại thất,Số chỗ ngồi,Dẫn động,URL,Kiểu dáng,Màu nội thất,Số cửa,Mô_Tả
6689219,Bentley,Khác,Bentley Continental GT Speed 2009,2135,2 Tỷ 135 Triệu,2009,Xe đã dùng,80000.0,Nhập khẩu,Xăng 6.0 L,Số tự động,Trắng,4 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-continental-gt-speed-2009-6689219,Coupe,Kem,2 cửa,"| | Bentley Continental GT coupe 2 cửa , vin 2009 , màu trắng nội thất kem , chạy hơn 8v km bảo dưỡng đầy đủ, máy số nguyên bản bao check mọi nơi. | | Full options: Động cơ W12 6.0L Twin-Turbo, Nội thất da cao cấp, ốp gỗ, ghế chỉnh điện + nhớ vị trí, Ghế sưởi, điều hòa tự động 2 vùng, Âm thanh cao cấp, CD/MP3, Cảm biến trước/sau,15 camera lùi, An toàn: ABS, ESP, túi khí quanh xe | | | |"
6620858,Bentley,Khác,Bentley Mulsanne Speed 2013,6800,6 Tỷ 800 Triệu,2013,Xe đã dùng,5900.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-speed-2013-6620858,Sedan,Đen,4 cửa,"| | ""Bentley Mulsanne Le Mans Edition "" là phiên bản đặc biệt của dòng Mulsanne, nổi bật với động cơ V8, dung tích 6.75 lít, tăng áp kép, sản sinh công suất 505 mã lực và mô-men xoắn cực đại 1020 Nm. Xe có khả năng tăng tốc từ 0-100 km/h trong 5.3 giây và đạt tốc độ tối đa khoảng 296 km/h | Giao xe toàn quốc | Quý khách vui lòng liên hệ để có giá tốt nhất | | Trân trọng! | | | |"
6692595,Bentley,Khác,Bentley Flying Spur Speed 2011,2000,2 Tỷ,2011,Xe đã dùng,41000.0,Nhập khẩu,Xăng 6.0 L,Số tự động,Đen,5 chỗ,RFD - Dẫn động cầu sau,https://bonbanh.com/xe-bentley-flying_spur-speed-2011-6692595,Sedan,Đen,4 cửa,"| | ️ BENTLEY FLYING SPUR SPEED 2011 | Một chiếc Bentley dành cho những người hiểu rõ giá trị của sự sang trọng, sức mạnh và đẳng cấp thương hiệu. | Đầy đủ bảo dưỡng thay thế chuẩn | • Odo: 41.000 km chuẩn | • Động cơ W12 6.0L Twin Turbo | • Công suất 600 Hp | • Dẫn động AWD | • Tăng tốc 0-100 km/h ~4.8s | Trang bị & tiện nghi đẳng cấp | ✔ Nội thất da Mulliner cao cấp khâu kim cương | ✔ Ghế chỉnh điện đa hướng memory | ✔ Ốp gỗ veneer thủ công Bentley | ✔ Đồng hồ Bentley analogue đặc trưng | ✔ Hệ thống âm thanh NAIM / Premium Surround | ✔ Điều hòa 4 vùng độc lập | ✔ Cửa hít Soft Close | ✔ Cruise Control | ✔ Sunroof | ✔ Hệ thống treo khí nén Bentley Comfort | Mọi chi tiết nội thất đều được hoàn thiện thủ công theo tiêu chuẩn Handcrafted Luxury của Bentley. | Đây không chỉ là một chiếc xe.Đây là biểu tượng của quyền lực và vị thế. | Gía thương lượng | | | |"
6450513,Bentley,Khác,Bentley Mulsanne EWB 2018,7800,7 Tỷ 800 Triệu,2018,Xe đã dùng,29000.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Nâu,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-ewb-2018-6450513,Sedan,Kem,4 cửa,"| | Bentley Mulsanne EWB sx 2018, Odo 29.000km nâu vàng đặc biệt bản trục cơ sở kéo dài Duy nhất . | Xin vui lòng liên hệ trực tiếp | | | |"
6615758,Bentley,Khác,Bentley Continental GT Speed 2009,2180,2 Tỷ 180 Triệu,2009,Xe đã dùng,80000.0,Nhập khẩu,Xăng 6.0 L,Số tự động,Trắng,4 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-continental-gt-speed-2009-6615758,Coupe,Kem,2 cửa,"| | Bentley Continental GT coupe 2 cửa vin 2009 , màu trắng nội thất kem , chạy hơn 8v km bảo dưỡng đầy đủ, máy số nguyên bản bao check mọi nơi. | | Full options: Động cơ W12 6.0L Twin-Turbo, Nội thất da cao cấp, ốp gỗ, ghế chỉnh điện + nhớ vị trí, Ghế sưởi, điều hòa tự động 2 vùng, Âm thanh cao cấp, CD/MP3, Cảm biến trước/sau, camera lùi, An toàn: ABS, ESP, túi khí quanh xe | | | |"
6460546,Bentley,Khác,Bentley Continental GT Speed 2013,3300,3 Tỷ 300 Triệu,2013,Xe đã dùng,17000.0,Nhập khẩu,Xăng 6.0 L,Số tự động,Trắng,4 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-continental-gt-speed-2013-6460546,Coupe,Kem,2 cửa,"| | Bentley Gt W12 sx 2013 2 cánh mui cứng 17,000 km | ss trải nghiệm | | - Xe cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc. | - Hỗ trợ sang tên đổi chủ, thủ tục giấy tờ pháp lý rõ ràng. | - Chế độ bảo hành hậu mãi, chăm sóc xe miễn phí sau khi mua xe | | Liên hệ để biết thêm thông tin xe | | | |"
6687244,Bentley,Khác,Bentley Flying Spur V8 2014,4099,4 Tỷ 99 Triệu,2014,Xe đã dùng,40000.0,Nhập khẩu,Xăng 4.0 L,Số tự động,Đen,5 chỗ,RFD - Dẫn động cầu sau,https://bonbanh.com/xe-bentley-flying_spur-v8-2014-6687244,Sedan,Kem,4 cửa,"| | Bentley Flying Spur V8 4.0 Chạy hơn 4 vạn km.Chất mới Xe đẹp lắm Luôn Ace ơi | | Giá tốt ib (liên hệ em để thương lượng) | | ✓ Hỗ trợ ngân hàng giá trị xe cao nhất. | ✓ Nhận giao lưu, mua bán trao đổi xe và ký gửi các loại xe. | ✓ Đảm bảo Xe không đâm đụng, không ngập nước. ( ✓Bao test thoải mái ).Bao quay đầu xe cho ace chơi chán. | ✓Em có Nhận giữ xe lãi suất thấp nhất thị trường | ✓Đặc biệt thu mua xe cũ giá cao. | Địa chỉ: Đường :Số 227Nguyễn Văn Linh , P. Tân An , TP. Cần Thơ . | | | |"
6084491,Bentley,Khác,Bentley Continental GT S V8 2023,15868,15 Tỷ 868 Triệu,2023,Xe đã dùng,4000.0,Nhập khẩu,Xăng 4.0 L,Số tự động,Xanh,4 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-continental-gt-s-v8-2023-6084491,Coupe,-,2 cửa,"| | Bentley Continental GT V8 2023 | odo 4000km | | tiết kiệm ngay 10 tỷ | | ️K-Luxury Cars 720 Nguyễn văn cừ- Long Biên - Hà nội | ✳️ K- Luxury Cars chuyên Mua Bán, Ký Gửi Mercedes, BMW, Porsche, Audi, Ranrover, Bentley, Rollroyce trên thị trường chất lượng. Uy tín trọn niềm tin. | ✳️ Cam kết chất lượng, xe không đâm đụng ngập nước. Cam kết pháp lý rõ ràng. | | | |"
6335490,Bentley,Khác,Bentley Mulsanne Speed 2014,7000,7 Tỷ,2014,Xe đã dùng,55000.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-speed-2014-6335490,Sedan,Đen,4 cửa,"| | Bentley Mulsanne Le Mans Edition là phiên bản đặc biệt của dòng Mulsanne, nổi bật với động cơ V8, dung tích 6.75 lít, tăng áp kép, sản sinh công suất 505 mã lực và mô-men xoắn cực đại 1020 Nm. Xe có khả năng tăng tốc từ 0-100 km/h trong 5.3 giây và đạt tốc độ tối đa khoảng 296 km/h | Quý khách vui lòng liên hệ để có giá tốt nhất | | | |"
6335482,Bentley,Khác,Bentley Mulsanne Speed 2014,7000,7 Tỷ,2014,Xe đã dùng,55000.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-speed-2014-6335482,Sedan,Đen,4 cửa,"| | Bentley Mulsanne Le Mans Edition là phiên bản đặc biệt của dòng Mulsanne, nổi bật với động cơ V8, dung tích 6.75 lít, tăng áp kép, sản sinh công suất 505 mã lực và mô-men xoắn cực đại 1020 Nm. Xe có khả năng tăng tốc từ 0-100 km/h trong 5.3 giây và đạt tốc độ tối đa khoảng 296 km/h | Quý khách vui lòng liên hệ để có giá tốt nhất | | | |"
6541588,Bentley,Khác,Bentley Flying Spur V8 2022,14399,14 Tỷ 399 Triệu,2022,Xe đã dùng,15000.0,Nhập khẩu,Xăng 4.0 L,Số tự động,Xanh,5 chỗ,RFD - Dẫn động cầu sau,https://bonbanh.com/xe-bentley-flying_spur-v8-2022-6541588,Sedan,Kem,4 cửa,"| | Bentley Flying Spur sản xuất 2022, lăn bánh 15.000km | Bản Full đủ đồ: Logo nổi đầu xe, ghế quả trám họa tiết kim cương, hộp lạnh, nội thất ốp gỗ, mâm xoắn | | | |"
6566945,Bentley,Khác,Bentley Mulsanne Speed 2015,6500,6 Tỷ 500 Triệu,2015,Xe đã dùng,45000.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Xanh,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-speed-2015-6566945,Sedan,Nâu,4 cửa,"| | Bentley Mulsanne Speed sản xuất 2015 chạy 45.000km, màu Xanh ngọc lục bảo nội thất da 2 màu | Chính chủ sử dụng | | | |"
6690504,Bentley,Khác,Bentley Flying Spur First Edition V8 2021,11900,11 Tỷ 900 Triệu,2021,Xe đã dùng,41000.0,Nhập khẩu,Xăng 4.0 L,Số tự động,Đỏ,5 chỗ,RFD - Dẫn động cầu sau,https://bonbanh.com/xe-bentley-flying_spur-first-edition-v8-2021-6690504,Sedan,Kem,4 cửa,"| | Siêu phẩm Anh Quốc tìm chủ mới | | Bentley Flying Spur First Edition 2021 – Đẳng cấp doanh nhân, khẳng định vị thế trên mọi cung đường. | | Sản xuất: 2021 – Bản First Edition hiếm | Màu sơn đỏ Ruby (wrap 2 màu cực nổi bật) | Odo: 41.000 km – Giữ gìn kỹ lưỡng | Nội thất sang trọng chuẩn Bentley | Vận hành êm ái – Uy lực – Đỉnh cao trải nghiệm | | Giá tốt cho khách thiện chí – Chỉ bàn khi gặp trực tiếp | | Nhanh tay sở hữu biểu tượng quyền lực dành cho giới tinh hoa. | | | |"
6556574,Bentley,Khác,Bentley Mulsanne 6.75 V8 2010,5500,5 Tỷ 500 Triệu,2010,Xe đã dùng,16000.0,Nhập khẩu,Xăng 6.8 L,Số tự động,Đen,5 chỗ,AWD - 4 bánh toàn thời gian,https://bonbanh.com/xe-bentley-mulsanne-6.75-v8-2010-6556574,Sedan,Đen,4 cửa,"| | BENTLEY MULSANNE - ĐỈNH CAO CHẾ TÁC SANG TRỌNG VÀ QUYỀN LỰC ANH QUỐC | - Bentley Mulsanne 6.75L 2010, odo 10.000 miles, là một trong những mẫu sedan siêu sang hiếm hoi giữ trọn tinh thần thủ công cổ điển của nước Anh đồng thời sở hữu sức mạnh vượt thời gian. Đây không chỉ là một chiếc xe – mà là biểu tượng địa vị, dành cho những chủ nhân tinh hoa thượng lưu bằng sự tinh tế và uy nghi. | - Khối động cơ 6.75L V8 Twin-Turbo trứ danh mang lại sức mạnh ấn tượng, tăng tốc mượt mà nhưng đầy uy lực, đúng chất “quý ông cơ bắp” của Bentley. Dù mạnh mẽ, Mulsanne vẫn giữ được chất êm ái, tĩnh lặng tuyệt đối, biến mọi hành trình thành trải nghiệm hoàng gia. | - Nội thất là nơi Bentley khẳng định sự đẳng cấp: da cao cấp thủ công, gỗ veneer tự nhiên, kim loại chế tác tinh xảo, từng chi tiết đều như một tác phẩm nghệ thuật. Không gian rộng rãi, sang trọng, đậm chất quý tộc Anh – nơi bạn không chỉ ngồi, mà tận hưởng vị thế của mình. | - Với số km cực thấp và chất xe hiếm có, Bentley Mulsanne 2010 là lựa chọn cho những ai không chạy theo đám đông, mà muốn sở hữu một tuyệt tác đẳng cấp vượt thời gian. Chiếc xe này không nói nhiều – nó thể hiện bạn là ai. | | | |"
