Thành_Phố,Quận_Huyện,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Đà Nẵng,Hải Châu,1.8,1.0296194171811581,25.0,3.258096538021482,1,0,0,0,0,0,1,1,0,0
Đà Nẵng,Sơn Trà,2.2,1.1631508098056809,25.0,3.258096538021482,1,0,0,0,0,0,1,1,0,0
Đà Nẵng,Ngũ Hành Sơn,2.2,1.1631508098056809,15.0,2.772588722239781,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Hải Châu,3.5,1.5040773967762742,25.0,3.258096538021482,1,0,0,0,0,0,1,0,0,0
Đà Nẵng,Thanh Khê,1.7,0.9932517730102833,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Sơn Trà,4.0,1.6094379124341003,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Hải Châu,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,Liên Chiểu,1.5,0.9162907318741551,20.0,3.044522437723423,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Cẩm Lệ,2.2,1.1631508098056809,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Sơn Trà,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,1,0,0,0,0,1,0,0
Đà Nẵng,Thanh Khê,2.0,1.0986122886681098,34.0,3.5553480614894135,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,1.7,0.9932517730102833,40.0,3.713572066704308,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Ngũ Hành Sơn,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,3.0,1.3862943611198906,18.0,2.9444389791664403,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Liên Chiểu,1.8,1.0296194171811581,12.0,2.5649493574615367,1,1,0,0,0,0,0,1,0,0
Đà Nẵng,Ngũ Hành Sơn,2.5,1.252762968495368,25.0,3.258096538021482,1,1,0,1,0,0,0,1,0,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Ngũ Hành Sơn,2.0,1.0986122886681098,16.0,2.833213344056216,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Hải Châu,1.3,0.832909122935104,15.0,2.772588722239781,0,0,0,0,0,0,0,1,0,1
Đà Nẵng,Thanh Khê,2.2,1.1631508098056809,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,Ngũ Hành Sơn,3.0,1.3862943611198906,25.0,3.258096538021482,1,1,0,1,0,0,0,0,0,1
Đà Nẵng,Liên Chiểu,2.1,1.1314021114911006,29.0,3.4011973816621555,0,1,0,0,1,0,1,1,1,1
Đà Nẵng,Cẩm Lệ,1.8,1.0296194171811581,18.0,2.9444389791664403,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Ngũ Hành Sơn,1.5,0.9162907318741551,20.0,3.044522437723423,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,Ngũ Hành Sơn,1.5,0.9162907318741551,20.0,3.044522437723423,0,1,0,0,0,0,0,0,1,1
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,15.0,2.772588722239781,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,Liên Chiểu,1.6,0.9555114450274363,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,15.0,2.772588722239781,0,0,0,0,0,0,0,1,0,1
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,15.0,2.772588722239781,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Liên Chiểu,2.2,1.1631508098056809,28.0,3.367295829986474,0,1,0,0,0,0,1,1,0,0
Đà Nẵng,Sơn Trà,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Sơn Trà,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,0,1,0,0,0,0
Đà Nẵng,Ngũ Hành Sơn,2.0,1.0986122886681098,14.0,2.70805020110221,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Thanh Khê,2.4,1.2237754316221157,20.0,3.044522437723423,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Ngũ Hành Sơn,2.0,1.0986122886681098,22.0,3.1354942159291497,0,0,0,0,1,0,1,1,1,1
Đà Nẵng,Ngũ Hành Sơn,2.0,1.0986122886681098,35.0,3.58351893845611,1,0,0,0,1,1,1,1,0,0
Đà Nẵng,Cẩm Lệ,1.8,1.0296194171811581,20.0,3.044522437723423,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Thanh Khê,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Thanh Khê,1.5,0.9162907318741551,25.0,3.258096538021482,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Hải Châu,2.8,1.33500106673234,22.0,3.1354942159291497,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,Hải Châu,2.0,1.0986122886681098,20.0,3.044522437723423,1,1,0,1,0,0,0,1,0,0
Đà Nẵng,Hải Châu,2.8,1.33500106673234,25.0,3.258096538021482,1,1,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,1.2,0.7884573603642702,16.0,2.833213344056216,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Hải Châu,2.5,1.252762968495368,30.0,3.4339872044851463,0,1,0,1,1,0,0,0,0,0
Đà Nẵng,Cẩm Lệ,1.5,0.9162907318741551,25.0,3.258096538021482,0,0,0,0,0,0,0,0,1,1
Đà Nẵng,Ngũ Hành Sơn,3.0,1.3862943611198906,25.0,3.258096538021482,1,1,0,1,1,1,0,0,1,1
Đà Nẵng,Cẩm Lệ,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Ngũ Hành Sơn,1.0,0.6931471805599453,20.0,3.044522437723423,1,1,0,0,1,0,0,0,0,0
Đà Nẵng,Liên Chiểu,1.2,0.7884573603642702,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Cẩm Lệ,1.6,0.9555114450274363,25.0,3.258096538021482,0,0,0,0,0,0,1,0,1,0
Đà Nẵng,Hải Châu,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Liên Chiểu,1.6,0.9555114450274363,25.0,3.258096538021482,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,1.5,0.9162907318741551,25.0,3.258096538021482,1,0,0,0,0,0,0,1,1,0
Đà Nẵng,Hải Châu,5.0,1.791759469228055,50.0,3.9318256327243257,1,1,0,1,1,0,0,1,1,0
Đà Nẵng,Ngũ Hành Sơn,3.0,1.3862943611198906,30.0,3.4339872044851463,1,1,0,1,0,0,0,1,0,0
Đà Nẵng,Sơn Trà,3.0,1.3862943611198906,20.0,3.044522437723423,1,1,0,1,0,0,1,1,0,0
Đà Nẵng,Hải Châu,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Ngũ Hành Sơn,2.3,1.1939224684724346,20.0,3.044522437723423,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Thanh Khê,3.0,1.3862943611198906,28.0,3.367295829986474,1,0,0,0,0,0,1,1,0,0
Đà Nẵng,Thanh Khê,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Cẩm Lệ,2.5,1.252762968495368,12.0,2.5649493574615367,1,1,0,1,1,0,0,1,0,0
Đà Nẵng,Thanh Khê,2.2,1.1631508098056809,18.0,2.9444389791664403,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Cẩm Lệ,1.7,0.9932517730102833,25.0,3.258096538021482,1,1,0,0,0,0,1,0,1,1
Đà Nẵng,Liên Chiểu,1.2,0.7884573603642702,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Liên Chiểu,1.2,0.7884573603642702,16.0,2.833213344056216,0,1,0,0,1,0,0,0,1,1
Đà Nẵng,Cẩm Lệ,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,0,0,1,0,1,1
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,15.0,2.772588722239781,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,Ngũ Hành Sơn,2.2,1.1631508098056809,30.0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Hải Châu,1.8,1.0296194171811581,25.0,3.258096538021482,1,0,0,0,1,0,0,1,0,0
Đà Nẵng,Cẩm Lệ,2.5,1.252762968495368,28.0,3.367295829986474,1,0,0,0,0,0,0,1,0,0
Đà Nẵng,Thanh Khê,1.8,1.0296194171811581,26.0,3.295836866004329,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Ngũ Hành Sơn,4.0,1.6094379124341003,35.0,3.58351893845611,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Cẩm Lệ,1.8,1.0296194171811581,15.0,2.772588722239781,1,1,0,0,1,0,0,1,0,0
Đà Nẵng,Thanh Khê,2.3,1.1939224684724346,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,Thanh Khê,1.7,0.9932517730102833,15.0,2.772588722239781,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Liên Chiểu,0.9,0.6418538861723948,16.0,2.833213344056216,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Thanh Khê,1.1,0.7419373447293773,16.0,2.833213344056216,0,0,0,0,0,0,0,1,1,0
Đà Nẵng,Cẩm Lệ,6.0,1.9459101490553132,20.0,3.044522437723423,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Hải Châu,3.5,1.5040773967762742,30.0,3.4339872044851463,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,2.1,1.1314021114911006,15.0,2.772588722239781,1,1,0,0,1,0,0,1,0,1
Đà Nẵng,Liên Chiểu,1.5,0.9162907318741551,50.0,3.9318256327243257,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,25.0,3.258096538021482,1,0,0,0,1,0,0,1,0,0
Đà Nẵng,Thanh Khê,2.5,1.252762968495368,20.0,3.044522437723423,1,0,0,0,0,0,0,1,1,0
Đà Nẵng,Cẩm Lệ,1.8,1.0296194171811581,18.0,2.9444389791664403,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Hải Châu,1.5,0.9162907318741551,17.0,2.8903717578961645,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Liên Chiểu,2.5,1.252762968495368,20.0,3.044522437723423,0,0,1,0,0,1,1,1,0,0
Đà Nẵng,Sơn Trà,1.5,0.9162907318741551,11.0,2.4849066497880004,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Hải Châu,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,1
Đà Nẵng,Thanh Khê,2.0,1.0986122886681098,19.0,2.995732273553991,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Sơn Trà,2.0,1.0986122886681098,24.0,3.2188758248682006,0,0,0,0,0,1,0,1,1,0
Đà Nẵng,Cẩm Lệ,2.3,1.1939224684724346,25.0,3.258096538021482,0,0,0,0,0,0,0,1,1,1
Đà Nẵng,Liên Chiểu,2.2,1.1631508098056809,29.0,3.4011973816621555,1,1,0,0,1,0,1,1,0,0
Đà Nẵng,Hải Châu,1.5,0.9162907318741551,16.0,2.833213344056216,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Hải Châu,1.2,0.7884573603642702,12.0,2.5649493574615367,0,0,0,0,0,0,1,0,0,0
Đà Nẵng,Cẩm Lệ,1.5,0.9162907318741551,30.0,3.4339872044851463,0,0,0,0,0,0,1,1,1,1
Đà Nẵng,Liên Chiểu,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Hải Châu,3.5,1.5040773967762742,25.0,3.258096538021482,1,1,0,0,0,0,0,0,0,1
Đà Nẵng,Cẩm Lệ,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Hải Châu,2.0,1.0986122886681098,25.0,3.258096538021482,0,0,0,0,0,0,1,1,1,0
Đà Nẵng,Liên Chiểu,2.3,1.1939224684724346,32.0,3.4965075614664802,0,0,1,0,0,0,0,0,0,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,25.0,3.258096538021482,1,1,0,0,0,1,0,1,0,0
Đà Nẵng,Sơn Trà,2.7,1.308332819650179,30.0,3.4339872044851463,1,1,0,0,0,0,1,0,1,0
Đà Nẵng,Liên Chiểu,2.0,1.0986122886681098,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Cẩm Lệ,1.5,0.9162907318741551,15.0,2.772588722239781,0,0,0,0,0,0,1,1,0,0
Đà Nẵng,Liên Chiểu,1.8,1.0296194171811581,18.0,2.9444389791664403,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Thanh Khê,2.5,1.252762968495368,25.0,3.258096538021482,0,0,0,0,0,0,0,0,0,0
Đà Nẵng,Thanh Khê,2.5,1.252762968495368,35.0,3.58351893845611,0,0,0,0,0,0,0,1,0,0
Đà Nẵng,Cẩm Lệ,1.5,0.9162907318741551,19.0,2.995732273553991,0,0,0,0,0,0,0,0,1,0
Đà Nẵng,Thanh Khê,2.5,1.252762968495368,10.0,2.3978952727983707,1,1,0,0,0,1,0,0,0,0
Hồ Chí Minh,7,1.7,0.9932517730102833,8.0,2.1972245773362196,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,1.3,0.832909122935104,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,1.1,0.7419373447293773,20.0,3.044522437723423,1,0,0,0,1,0,0,1,0,1
Hồ Chí Minh,Bình Thạnh,1.3,0.832909122935104,48.0,3.8918202981106265,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,1.5,0.9162907318741551,33.0,3.5263605246161616,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,3.5,1.5040773967762742,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,11,2.4,1.2237754316221157,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.2,1.4350845252893227,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,1.2,0.7884573603642702,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,4.2,1.6486586255873816,50.0,3.9318256327243257,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,6.0,1.9459101490553132,42.0,3.7612001156935624,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,3.0,1.3862943611198906,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Phú,0.65,0.5007752879124893,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.0,1.6094379124341003,20.0,3.044522437723423,0,1,1,0,0,1,0,1,1,1
Hồ Chí Minh,Bình Thạnh,4.5,1.7047480922384253,25.0,3.258096538021482,0,1,1,0,0,1,0,1,0,0
Hồ Chí Minh,Phú Nhuận,3.6,1.5260563034950492,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,0,1,0,0,0,1,0,0
Hồ Chí Minh,Tân Phú,6.0,1.9459101490553132,35.0,3.58351893845611,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,4.0,1.6094379124341003,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,2.3,1.1939224684724346,12.0,2.5649493574615367,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,2.3,1.1939224684724346,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,6,3.8,1.5686159179138452,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.0,1.3862943611198906,36.0,3.6109179126442243,1,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,12,2.8,1.33500106673234,27.0,3.332204510175204,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.5,1.252762968495368,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Chánh,2.5,1.252762968495368,14.0,2.70805020110221,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.6,1.7227665977411035,22.0,3.1354942159291497,0,0,0,0,1,1,0,1,1,1
Hồ Chí Minh,Không rõ,1.6,0.9555114450274363,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,0.7,0.5306282510621704,20.0,3.044522437723423,1,0,0,1,1,0,0,0,0,0
Hồ Chí Minh,Phú Nhuận,3.6,1.5260563034950492,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,3.500099,1.5040993965342777,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,4.3,1.667706820558076,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,5.0,1.791759469228055,20.0,3.044522437723423,0,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,Gò Vấp,4.5,1.7047480922384253,16.0,2.833213344056216,0,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,Không rõ,2.2,1.1631508098056809,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,5.0,1.791759469228055,50.0,3.9318256327243257,1,0,0,1,1,0,0,0,0,0
Hồ Chí Minh,Gò Vấp,3.8,1.5686159179138452,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,2.1,1.1314021114911006,9.0,2.302585092994046,0,0,0,1,0,0,0,1,0,0
Hồ Chí Minh,Bình Thạnh,6.5,2.0149030205422647,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Tân,3.6,1.5260563034950492,25.0,3.258096538021482,0,0,1,0,0,1,0,1,0,0
Hồ Chí Minh,Bình Tân,3.4,1.4816045409242156,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,3.1,1.410986973710262,35.0,3.58351893845611,1,0,0,0,1,1,0,1,1,1
Hồ Chí Minh,Bình Tân,2.8,1.33500106673234,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,2.8,1.33500106673234,29.0,3.4011973816621555,0,0,0,0,0,0,0,0,1,1
Hồ Chí Minh,10,6.5,2.0149030205422647,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.5,1.7047480922384253,25.0,3.258096538021482,1,0,0,0,1,1,0,1,1,1
Hồ Chí Minh,2,5.0,1.791759469228055,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,4.0,1.6094379124341003,20.0,3.044522437723423,0,0,0,0,0,0,0,0,0,0
Hồ Chí Minh,Tân Bình,3.5,1.5040773967762742,18.0,2.9444389791664403,1,0,0,1,1,1,0,1,1,0
Hồ Chí Minh,Tân Phú,3.0,1.3862943611198906,22.0,3.1354942159291497,0,0,0,0,0,0,0,0,0,0
Hồ Chí Minh,Bình Thạnh,1.85,1.0473189942805592,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,1.5,0.9162907318741551,12.0,2.5649493574615367,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.3,1.4586150226995167,25.0,3.258096538021482,1,1,0,0,1,1,0,1,1,1
Hồ Chí Minh,Bình Thạnh,3.0,1.3862943611198906,17.0,2.8903717578961645,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.0,1.0986122886681098,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,4.0,1.6094379124341003,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,4.5,1.7047480922384253,24.0,3.2188758248682006,1,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,Không rõ,3.2,1.4350845252893227,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,6.0,1.9459101490553132,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.2,1.1631508098056809,16.0,2.833213344056216,0,0,0,0,0,0,0,1,0,1
Hồ Chí Minh,9,1.55,0.9360933591703349,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,4.4,1.6863989535702288,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,3.0,1.3862943611198906,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.8,1.33500106673234,20.0,3.044522437723423,1,0,0,0,0,0,1,1,1,0
Hồ Chí Minh,Bình Thạnh,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,4.5,1.7047480922384253,13.0,2.6390573296152584,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,1.4,0.8754687373538999,35.0,3.58351893845611,1,0,0,0,1,1,0,1,0,0
Hồ Chí Minh,4,2.5,1.252762968495368,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,7.0,2.0794415416798357,45.0,3.828641396489095,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,1.7,0.9932517730102833,14.0,2.70805020110221,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,5,4.5,1.7047480922384253,30.0,3.4339872044851463,1,0,0,0,0,0,1,1,1,0
Hồ Chí Minh,10,2.4,1.2237754316221157,12.0,2.5649493574615367,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,2.5,1.252762968495368,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,1.7,0.9932517730102833,35.0,3.58351893845611,1,0,0,1,1,1,0,0,0,1
Hồ Chí Minh,Tân Bình,4.0,1.6094379124341003,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,5.0,1.791759469228055,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,3.9,1.589235205116581,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,Tân Bình,5.0,1.791759469228055,31.0,3.4657359027997265,1,1,0,1,1,0,0,1,1,0
Hồ Chí Minh,11,4.0,1.6094379124341003,30.0,3.4339872044851463,0,0,1,0,1,0,0,1,1,0
Hồ Chí Minh,Bình Thạnh,4.5,1.7047480922384253,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,5.0,1.791759469228055,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,6.2,1.9740810260220096,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,1.2,0.7884573603642702,10.0,2.3978952727983707,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,8,3.2,1.4350845252893227,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,2.2,1.1631508098056809,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,2,5.0,1.791759469228055,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.0,1.0986122886681098,45.0,3.828641396489095,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,10,2.2,1.1631508098056809,12.0,2.5649493574615367,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,Không rõ,2.8,1.33500106673234,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Gò Vấp,1.1,0.7419373447293773,35.0,3.58351893845611,1,0,0,0,1,0,0,0,1,1
Hồ Chí Minh,Bình Thạnh,1.3,0.832909122935104,35.0,3.58351893845611,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,1,7.0,2.0794415416798357,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,7,5.5,1.8718021769015913,17.0,2.8903717578961645,0,0,0,0,0,0,1,0,0,0
Hồ Chí Minh,12,4.0,1.6094379124341003,35.0,3.58351893845611,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,12,4.0,1.6094379124341003,35.0,3.58351893845611,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3,6.0,1.9459101490553132,30.0,3.4339872044851463,1,1,0,1,1,1,0,0,1,0
Hồ Chí Minh,Phú Nhuận,5.6,1.8870696490323797,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Không rõ,2.4,1.2237754316221157,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Bình Thạnh,4.3,1.667706820558076,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,0,1,1,1,0,1,0,0
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,9,1.3,0.832909122935104,40.0,3.713572066704308,1,0,0,1,1,0,0,1,0,0
Hồ Chí Minh,9,1.3,0.832909122935104,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,Phú Nhuận,2.8,1.33500106673234,25.0,3.258096538021482,1,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,Gò Vấp,2.8,1.33500106673234,20.0,3.044522437723423,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,Gò Vấp,3.2,1.4350845252893227,20.0,3.044522437723423,1,1,0,0,0,0,0,1,1,0
